id,sku,name,type,gender,age,color,color_hex,powers,quantity,price,strikeout_price,tags,frame_shape,face_shape_recommendation,shade,image_urls,avg_rating,brand,material,style,description,product_url
LK-149978,HP E10090,Hooper Online Astra Hooper Girls Eyeglasses Blue TR90 Cat Eye,eyeglasses,unisex,kids,blue,#20b2aa,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,450.0,1000.0,progressive|kids|unisex|under_500|blue-cut|computer|cool,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:blue-sky-blue-transparent-full-rim-cat-eyes-5-8-yrs-hooper-astra-hooper-c3_kids-glasses_blue-sky-blue-transparent-full-rim-cat-eyes-5-8-yrs-hooper-astra-hooper-c3_g_8523_25_02_2022_23_03_2022.jpg,4.2,Hooper Online,TR90,cat-eye,Hooper Online Astra Hooper Eyeglasses Full Rim Blue Blue Cat Eye TR90 HP E10090 Girls Hooper Skool Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/hooper-hp-e10090-c3-eyeglasses.html?rd=n
LK-148745,LB E14061,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Round,eyeglasses,unisex,adult,pink,#f2a7b9,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|statement,round,oval|square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-zero-power-screen-glasses-:-pink-transparent-pink-full-rim-round-lenskart-blu-lb-e14061-c2_dsc5500_18_12_2025.jpg,4.2,Lenskart BLU Screen Glasses,TR90,round,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Transparent Round TR90 LB E14061 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14062-c2-eyeglasses.html?rd=n
LK-200262,LB E14785,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Square,eyeglasses,unisex,adult,transparent,#e0e0e0,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|light,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:--transparent-silver-full-rim-square-lenskart-blu-lb-e14785-c2_g_9557_18_01_2023.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Transparent Square TR90 LB E14785 Men Women BLU COMPUTER GLASSES,https://www.lenskart.com/lenskart-blu-lb-e14785-c2-eyeglasses.html?rd=n
LK-147810,LB E13736,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Round,eyeglasses,unisex,adult,green,#5a614a,0.0,25,500.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|statement,round,oval|square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-zero-power-screen-glasses:-matte-green-matte-green-full-rim-round-lenskart-blu-lb-e13736-c4__dsc1674_05_02_2026.jpg,4.2,Lenskart BLU Screen Glasses,TR90,round,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Green Round TR90 LB E13736 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e13736-c4-computer.html?rd=n
LK-131667,JJ E10548,John Jacobs Pro Titanium Unisex Eyeglasses Gold Titanium Round,eyeglasses,unisex,adult,gold,#d4af37,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,classic|progressive|adult|unisex|above_3000|warm,round,square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e10548-half-rim-round-c6-eyeglasses_john-jacobs-jj-e10548-half-rim-round-c6-eyeglasses_g_0773_1.jpg,4.2,John Jacobs,Titanium,round,John Jacobs Pro Titanium Eyeglasses Full Rim Gold Gold Round Titanium JJ E10548 Men Women Pro Titanium Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e10548-half-rim-round-c6-eyeglasses.html?rd=n
LK-138325,JJ E13097,John Jacobs Supreme Steel Unisex Eyeglasses White Stainless Steel Round,eyeglasses,unisex,adult,silver,#c0c0c0,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,classic|progressive|adult|unisex|above_3000|light|cool,round,square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e13097-c3-eyeglasses_john-jacobs-jj-e13097-c3-eyeglasses_john-jacobs-jj-e13097-c3-eyeglasses_g_5071_1_1.jpg,4.2,John Jacobs,Stainless Steel,round,John Jacobs Supreme Steel Eyeglasses Full Rim White White Round Stainless Steel JJ E13097 Men Women Supreme Steel Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e13097-c3-eyeglasses.html?rd=n
LK-137919,JJ E13024,John Jacobs Rich Acetate Women Eyeglasses Brown Italian Acetate Cat Eye,eyeglasses,female,adult,tortoise,#6b3e1c,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,progressive|adult|female|above_3000|warm,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e13024-c3-eyeglasses_g_7067_2.jpg,4.2,John Jacobs,Acetate,cat-eye,John Jacobs Rich Acetate Eyeglasses Full Rim Brown Brown Cat Eye Italian Acetate JJ E13024 Women Rich Acetate Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e13024-c3-eyeglasses.html?rd=n
LK-141212,L E13335,Lenskart Safety Goggles Unisex Safety Goggles Square,eyeglasses,unisex,adult,black,#000000,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,minimalist|single_vision|adult|unisex|under_1000|lightweight|dark|neutral,sports,oval|round|square|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//v/i/vincent-chase-vc-e13335-c1-full-rim-wayfar-tr90-eyeglasses_2.jpg,4.2,Lenskart Safety Goggles,Acetate,sports,Lenskart Safety Goggles Safety Goggles Half Rim Transparent Square L E13335 Men Women Others,https://www.lenskart.com/black-transparent-half-rim-square-large-size-150-lenskart-safety-goggles-l-e13335-c1.html?rd=n
LK-136685,JJ E12844AF,John Jacobs SG Essentials+ Unisex Eyeglasses Gold Stainless Steel Cat Eye,eyeglasses,unisex,adult,gold,#d4af37,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,single_vision|adult|unisex|above_3000|warm,oval,square|heart|diamond|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/i/gold-black-full-rim-cat-eye-john-jacobs-supreme-steel-jj-e12844af-c1-eyeglasses_g_8713_10_11_23.jpg,4.2,John Jacobs,Stainless Steel,oval,John Jacobs SG Essentials+ Eyeglasses Full Rim Gold Gold Cat Eye Stainless Steel JJ E12844AF Men Women SG Essentials Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Single Vision,https://www.lenskart.com/john-jacobs-jj-e12844af-c1-eyeglasses.html?rd=n
LK-136711,LA E12852,Lenskart Air CLASSICS Unisex Eyeglasses Black TR90 Rectangle,eyeglasses,unisex,adult,black,#1a1a1a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,1400.0,1900.0,minimalist|progressive|adult|unisex|under_2000|dark|neutral,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//v/i/vincent-chase-vc-e12852-c1-eyeglasses_vincent-chase-vc-e12852-c1-eyeglasses_g_1089_1.jpg,4.2,Lenskart Air,TR90,rectangular,Lenskart Air CLASSICS Eyeglasses Full Rim Black Black Rectangle TR90 LA E12852 Men Women AIR Classics Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/vincent-chase-vc-e12852-c1-eyeglasses.html?rd=n
LK-136672,JJ E12838AF,John Jacobs SG Essentials+ Unisex Eyeglasses Gold Stainless Steel Round,eyeglasses,unisex,adult,gold,#d4af37,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,classic|progressive|adult|unisex|above_3000|warm,round,square|heart|oval|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e12838af-c3-eyeglasses_G_0546_1.jpg,4.2,John Jacobs,Stainless Steel,round,John Jacobs SG Essentials+ Eyeglasses Full Rim Gold Gold Round Stainless Steel JJ E12838AF Men Women SG Essentials Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e12838af-c3-eyeglasses.html?rd=n
LK-136694,JJ E12847AF,John Jacobs SG Essentials+ Unisex Eyeglasses Gold Stainless Steel Round,eyeglasses,unisex,adult,gold,#d4af37,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,classic|progressive|adult|unisex|above_3000|warm,round,square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e12847af-c2-eyeglasses_john-jacobs-jj-e12847af-c2-eyeglasses_G_0568_1.jpg,4.2,John Jacobs,Stainless Steel,round,John Jacobs SG Essentials+ Eyeglasses Full Rim Gold Gold Round Stainless Steel JJ E12847AF Men Women SG Essentials Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e12847af-c2-eyeglasses.html?rd=n
LK-135300,JJ E12518AF,John Jacobs SG Essentials+ Unisex Eyeglasses Gold Stainless Steel Round,eyeglasses,unisex,adult,rose-gold,#d4a79a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,classic|progressive|adult|unisex|above_3000|light|warm,round,square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e12518-c1-eyeglasses_john-jacobs-jj-e12518-c1-eyeglasses_g_1413.jpg,4.2,John Jacobs,Stainless Steel,round,John Jacobs SG Essentials+ Eyeglasses Full Rim Gold Gold Round Stainless Steel JJ E12518AF Men Women SG Essentials Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e12518af-c1-eyeglasses.html?rd=n
LK-135999,JJ E12700AF,John Jacobs SG Essentials+ Unisex Eyeglasses Gold Stainless Steel Hexagonal,eyeglasses,unisex,adult,rose-gold,#e0b0a0,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,progressive|adult|unisex|above_3000|light|warm,hexagonal,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e12700af-c1-eyeglasses_john-jacobs-jj-e12700af-c1-eyeglasses_g_6219.jpg,4.2,John Jacobs,Stainless Steel,hexagonal,John Jacobs SG Essentials+ Eyeglasses Full Rim Gold Gold Hexagonal Stainless Steel JJ E12700AF Men Women SG Essentials Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e12700af-c1-eyeglasses.html?rd=n
LK-136182,Go-Reader Glasses With Case,ThinOptics Unisex Eyeglasses Black Polycarbonate Rectangle,eyeglasses,unisex,aged,black,#000000,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,1100.0,1600.0,minimalist|single_vision|aged|unisex|under_2000|dark|neutral,rimless,oval|round|heart|square,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//t/h/thinoptics-go-case-non-power-reading-blk-eye_eye_eye_1st_image_2c.jpg,4.2,ThinOptics,Polycarbonate,rimless,ThinOptics Eyeglasses Full Rim Black Black Rectangle Polycarbonate Go-Reader Glasses With Case Men Women Others Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic No Power,https://www.lenskart.com/black-full-rim-rectangle-thinoptics-go-reader-glasses-with-case-reading-eyeglasses-only-for-2-00-power.html?rd=n
LK-136181,Go-Reader Glasses With Case,ThinOptics Unisex Eyeglasses Black Polycarbonate Rectangle,eyeglasses,unisex,aged,black,#000000,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,1100.0,1600.0,minimalist|single_vision|aged|unisex|under_2000|dark|neutral,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//t/h/thinoptics-go-case-non-powr-reading-black-eye_eye_eye_1st_image_2b.jpg,4.2,ThinOptics,Polycarbonate,rectangular,ThinOptics Eyeglasses Full Rim Black Black Rectangle Polycarbonate Go-Reader Glasses With Case Men Women Others Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/black-full-rim-rectangle-thinoptics-go-reader-glasses-with-case-reading-eyeglasses-only-for-2-50-power.html?rd=n
LK-137100,LA E12947,Lenskart Air CLASSICS Women Eyeglasses Tortoise TR90 Square,eyeglasses,female,adult,tortoise,#6B3E2E,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,1400.0,1900.0,minimalist|progressive|adult|female|under_2000|warm,oval,square|heart|diamond|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//v/i/vincent-chase-vc-e12947-c2-eyeglasses_vincent-chase-vc-e12947-c2-eyeglasses_G_1969_1.jpg,4.2,Lenskart Air,TR90,oval,Lenskart Air CLASSICS Eyeglasses Full Rim Tortoise Tortoise Square TR90 LA E12947 Women AIR Classics Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/vincent-chase-la-e12947-c2-eyeglasses.html?rd=n
LK-135438,JJ E12610,John Jacobs Supreme Steel Unisex Eyeglasses Brown Stainless Steel Rectangle,eyeglasses,unisex,adult,gold,#d4af37,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,minimalist|progressive|adult|unisex|above_3000|lightweight|warm,rimless,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/i/Gold-Brown-Rimless-Rectangle-John-Jacobs-Supreme-Steel-JJ-E12610-C1-Eyeglasses_john-jacobs-rimless-jj-e12565-c1-eyeglasses_g_973514_02_2022.jpg,4.2,John Jacobs,Stainless Steel,rimless,John Jacobs Supreme Steel Eyeglasses Rimless Brown Brown Rectangle Stainless Steel JJ E12610 Men Women Supreme Steel Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-rimless-jj-e12610-c1-eyeglasses.html?rd=n
LK-207569,FOS7140,Fossil VINTAGE Women Eyeglasses Tortoise Acetate Square,eyeglasses,female,adult,tortoise,#5a3a2a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,6000.0,6800.0,classic|progressive|adult|female|above_3000|warm,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//f/i/tortoise-sky-blue-full-rim-square-fossil-vintage-fos7140-cvt-eyeglasses_g_6779_01_12_2022.jpg,4.2,Fossil,Acetate,rectangular,Fossil VINTAGE Eyeglasses Full Rim Tortoise Tortoise Square Acetate FOS7140 Women PREMIUM Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/fossil-fos-7140-cvt-eyeglasses.html?rd=n
LK-145910,JJ E13672,John Jacobs Pro Titanium Unisex Eyeglasses Rose Gold Titanium Round,eyeglasses,unisex,adult,rose-gold,#b76e79,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,4100.0,4900.0,minimalist|progressive|adult|unisex|above_3000|lightweight|light|warm,oval,square|heart|diamond|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/i/rose-gold-rimless-cat-eye-john-jacobs-pro-titanium-jj-e13672-c1-eyeglasses_g_0967_2_jun2023.jpg,4.2,John Jacobs,Titanium,oval,John Jacobs Pro Titanium Eyeglasses Rimless Rose Gold Rose Gold Round Titanium JJ E13672 Men Women Pro Titanium Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e13672-rimless-c1-eyeglasses.html?rd=n
LK-144923,JJ E13586,John Jacobs Supreme Steel Unisex Eyeglasses Black Stainless Steel Aviator,eyeglasses,unisex,adult,black,#1a1a1a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,minimalist|progressive|adult|unisex|above_3000|lightweight|timeless|dark|neutral,clubmaster,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jej-e13586-c2-half-rim-eyeglasses_g_3193.jpg,4.2,John Jacobs,Stainless Steel,clubmaster,John Jacobs Supreme Steel Eyeglasses Half Rim Black Black Aviator Stainless Steel JJ E13586 Men Women Supreme Steel Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e13586-c2-half-rim-eyeglasses.html?rd=n
LK-150156,LB E14283,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Rectangle,eyeglasses,unisex,adult,green,#3a443d,0.0,25,500.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|statement,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:-lenskart-blu-lb-e14283-c5__dsc7667_07_01_2025.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Green Rectangle TR90 LB E14283 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14283-c5-eyeglasses.html?rd=n
LK-150152,LB E14283,Lenskart BLU Screen Glasses BLU COMPUTER GLASSES Unisex Zero Power Screen Glasses TR90 Rectangle,eyeglasses,unisex,adult,red,#b22222,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|statement|bold,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-zero-power-screen-glasses-:-maroon-full-rim-rectangle-lenskart-blu-lb-e14283-c1_dsc5206_18_12_2025.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses BLU COMPUTER GLASSES Zero Power Screen Glasses Full Rim Red Rectangle TR90 LB E14283 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14283-c1-eyeglasses.html?rd=n
LK-150160,LB E14284,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Square,eyeglasses,unisex,adult,grey,#a0a0a0,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|cool,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:-grey-transparent-full-rim-wayfarer-lenskart-blu-lb-e14284-c4_csvfile-1679304836776-g_6058.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Transparent Square TR90 LB E14284 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14284-c4-eyeglasses.html?rd=n
LK-150153,LB E14283,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Rectangle,eyeglasses,unisex,adult,green,#5a604a,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|statement,rectangular,oval|round|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-zero-power-screen-glasses-:-green-full-rim-rectangle-lenskart-blu-lb-e14283-c2_dsc4992_18_12_2025.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Green Rectangle TR90 LB E14283 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14283-c2-eyeglasses.html?rd=n
LK-150157,LB E14284,Lenskart BLU Screen Glasses BLU COMPUTER GLASSES Unisex Zero Power Screen Glasses TR90 Square,eyeglasses,unisex,adult,black,#1a1a1a,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|dark|neutral,rectangular,oval|round|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-round-lenskart-blu-lb-e14284-c1_lenskart-blu-lb-e14284-c1-eyeglasses_g_929725_02_2022.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses BLU COMPUTER GLASSES Zero Power Screen Glasses Full Rim Black Square TR90 LB E14284 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14284-c1-eyeglasses.html?rd=n
LK-150159,LB E14284,Lenskart BLU Screen Glasses Unisex Zero Power Screen Glasses TR90 Square,eyeglasses,unisex,adult,black,#1a1a1a,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|dark|neutral,round,oval|square|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-blue-full-rim-round-lenskart-blu-lb-e14284-c3_g_167420-may-2022.jpg,4.2,Lenskart BLU Screen Glasses,TR90,round,Lenskart BLU Screen Glasses Zero Power Screen Glasses Full Rim Blue Square TR90 LB E14284 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14284-c3-eyeglasses.html?rd=n
LK-150154,LB E14283,Lenskart BLU Screen Glasses BLU COMPUTER GLASSES Unisex Zero Power Screen Glasses TR90 Rectangle,eyeglasses,unisex,adult,blue,#2a429b,0.0,25,600.0,1500.0,classic|zero_power|adult|unisex|under_1000|blue-cut|computer|cool,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-zero-power-screen-glasses-:-black-blue-full-rim-rectangle-lenskart-blu-lb-e14283-c3__dsc7516_31_12_2025.jpg,4.2,Lenskart BLU Screen Glasses,TR90,rectangular,Lenskart BLU Screen Glasses BLU COMPUTER GLASSES Zero Power Screen Glasses Full Rim Blue Rectangle TR90 LB E14283 Men Women Others,https://www.lenskart.com/lenskart-blu-lb-e14283-c3-eyeglasses.html?rd=n
LK-150352,JJ E14306,John Jacobs Supreme Steel Unisex Eyeglasses Gold Stainless Steel Round,eyeglasses,unisex,adult,rose-gold,#d4a79b,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,3100.0,3900.0,classic|progressive|adult|unisex|above_3000|light|warm,round,square|heart|oval|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//j/i/gold-pink-full-rim-round-john-jacobs-supreme-steel-jj-e14306-c2-eyeglasses_g_0912_5_16_22.jpg,4.2,John Jacobs,Stainless Steel,round,John Jacobs Supreme Steel Eyeglasses Full Rim Gold Gold Round Stainless Steel JJ E14306 Men Women Supreme Steel Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/john-jacobs-jj-e14306-c2-eyeglasses.html?rd=n
LK-145599,LKJ E10066,Hooper Online Lenskart Juniors Kids Eyeglasses Transparent TR90 Rectangle,eyeglasses,unisex,kids,transparent,#e0e0e0,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,450.0,1000.0,classic|progressive|kids|unisex|under_500|light,oval,oval|square|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-junior-lkj-e10060ce-c2-eyeglasses_g_0012.jpg,4.2,Hooper Online,TR90,oval,Hooper Online Lenskart Juniors Eyeglasses Full Rim Transparent Transparent Rectangle TR90 LKJ E10066 Kids Lenskart Juniors Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/lenskart-junior-lkj-e10060ce-c2-eyeglasses.html?rd=n
LK-145581,LKJ E10064,Hooper Online Kids Eyeglasses Transparent TR90 Rectangle,eyeglasses,unisex,kids,transparent,#e0e0e0,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,450.0,1000.0,classic|progressive|kids|unisex|under_500|light,oval,square|heart|diamond|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-junior-lkj-e10056ce-c2-eyeglasses_Img1771.jpeg,4.2,Hooper Online,TR90,oval,Hooper Online Eyeglasses Full Rim Transparent Transparent Rectangle TR90 LKJ E10064 Kids SG Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/lenskart-junior-lkj-e10056ce-c2-eyeglasses.html?rd=n
